system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb BM-M c7-1,not_in_edsm,forward,1,0,Pha Aeb BM-M,BM-M,c7,1
Pha Aeb BM-M d7-1,not_in_edsm,forward,1,0,Pha Aeb BM-M,BM-M,d7,1
Pha Aeb BM-P b5-1,not_in_edsm,forward,1,0,Pha Aeb BM-P,BM-P,b5,1
Pha Aeb BM-P c5-1,not_in_edsm,forward,1,0,Pha Aeb BM-P,BM-P,c5,1
Pha Aeb BM-U c16-1,not_in_edsm,forward,1,0,Pha Aeb BM-U,BM-U,c16,1
Pha Aeb BN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb BN-S,BN-S,c17,1
Pha Aeb BN-V c2-1,not_in_edsm,forward,1,0,Pha Aeb BN-V,BN-V,c2,1
Pha Aeb BN-W b1-1,not_in_edsm,forward,1,0,Pha Aeb BN-W,BN-W,b1,1
Pha Aeb BN-W c1-1,not_in_edsm,forward,1,0,Pha Aeb BN-W,BN-W,c1,1
Pha Aeb BN-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb BN-Z,BN-Z,c27,1
Pha Aeb BO-B c13-1,not_in_edsm,forward,1,0,Pha Aeb BO-B,BO-B,c13,1
Pha Aeb BO-G c24-1,not_in_edsm,forward,1,0,Pha Aeb BO-G,BO-G,c24,1
Pha Aeb BO-K b8-1,not_in_edsm,forward,1,0,Pha Aeb BO-K,BO-K,b8,1
Pha Aeb BO-K c8-1,not_in_edsm,forward,1,0,Pha Aeb BO-K,BO-K,c8,1
Pha Aeb BO-T c3-1,not_in_edsm,forward,1,0,Pha Aeb BO-T,BO-T,c3,1
Pha Aeb BO-W b1-1,not_in_edsm,forward,1,0,Pha Aeb BO-W,BO-W,b1,1
Pha Aeb BO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb BO-X,BO-X,c28,1
Pha Aeb BP-I c9-1,not_in_edsm,forward,1,0,Pha Aeb BP-I,BP-I,c9,1
Pha Aeb BP-I d9-2,not_in_edsm,forward,1,1,Pha Aeb BP-I,BP-I,d9,2
Pha Aeb BP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb BP-R,BP-R,c4,1
Pha Aeb BP-R d4-2,not_in_edsm,forward,1,1,Pha Aeb BP-R,BP-R,d4,2
Pha Aeb BP-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb BP-Z,BP-Z,b13,1
Pha Aeb BP-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb BP-Z,BP-Z,c13,1
Pha Aeb BQ-E c25-1,not_in_edsm,forward,1,0,Pha Aeb BQ-E,BQ-E,c25,1
Pha Aeb BQ-F d11-1,not_in_edsm,forward,1,0,Pha Aeb BQ-F,BQ-F,d11,1
Pha Aeb BQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb BQ-G,BQ-G,c10,1
Pha Aeb BQ-G d10-4,not_in_edsm,forward,1,3,Pha Aeb BQ-G,BQ-G,d10,4
Pha Aeb BQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb BQ-P,BQ-P,b5,1
Pha Aeb BQ-P d5-1,not_in_edsm,forward,1,0,Pha Aeb BQ-P,BQ-P,d5,1
Pha Aeb BQ-X b1-1,not_in_edsm,forward,1,0,Pha Aeb BQ-X,BQ-X,b1,1
Pha Aeb BR-C c26-1,not_in_edsm,forward,1,0,Pha Aeb BR-C,BR-C,c26,1
Pha Aeb BR-G b10-1,not_in_edsm,forward,1,0,Pha Aeb BR-G,BR-G,b10,1
Pha Aeb BR-L c21-1,not_in_edsm,forward,1,0,Pha Aeb BR-L,BR-L,c21,1
Pha Aeb BR-M c7-1,not_in_edsm,forward,1,0,Pha Aeb BR-M,BR-M,c7,1
Pha Aeb BR-M d7-1,not_in_edsm,forward,1,0,Pha Aeb BR-M,BR-M,d7,1
Pha Aeb BR-P c5-1,not_in_edsm,forward,1,0,Pha Aeb BR-P,BR-P,c5,1
Pha Aeb BS-B c13-1,not_in_edsm,forward,1,0,Pha Aeb BS-B,BS-B,c13,1
Pha Aeb BS-B d13-2,not_in_edsm,forward,1,1,Pha Aeb BS-B,BS-B,d13,2
Pha Aeb BS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb BS-J,BS-J,c22,1
Pha Aeb BS-N b6-1,not_in_edsm,forward,1,0,Pha Aeb BS-N,BS-N,b6,1
Pha Aeb BS-N c6-1,not_in_edsm,forward,1,0,Pha Aeb BS-N,BS-N,c6,1
Pha Aeb BS-S c17-1,not_in_edsm,forward,1,0,Pha Aeb BS-S,BS-S,c17,1
Pha Aeb BS-W b1-1,not_in_edsm,forward,1,0,Pha Aeb BS-W,BS-W,b1,1
Pha Aeb BS-W c1-1,not_in_edsm,forward,1,0,Pha Aeb BS-W,BS-W,c1,1
Pha Aeb BT-T b3-1,not_in_edsm,forward,1,0,Pha Aeb BT-T,BT-T,b3,1
Pha Aeb BT-T c3-1,not_in_edsm,forward,1,0,Pha Aeb BT-T,BT-T,c3,1
Pha Aeb BT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb BT-U,BT-U,b2,1
Pha Aeb BT-U c2-2,not_in_edsm,forward,1,1,Pha Aeb BT-U,BT-U,c2,2
Pha Aeb BT-U d2-3,not_in_edsm,forward,1,2,Pha Aeb BT-U,BT-U,d2,3
Pha Aeb BT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb BT-X,BT-X,c28,1
Pha Aeb BU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb BU-E,BU-E,c25,1
Pha Aeb BU-I b9-1,not_in_edsm,forward,1,0,Pha Aeb BU-I,BU-I,b9,1
Pha Aeb BU-I c9-1,not_in_edsm,forward,1,0,Pha Aeb BU-I,BU-I,c9,1
Pha Aeb BU-R c4-1,not_in_edsm,forward,1,0,Pha Aeb BU-R,BU-R,c4,1
Pha Aeb BU-R d4-1,not_in_edsm,forward,1,0,Pha Aeb BU-R,BU-R,d4,1
Pha Aeb BU-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb BU-Z,BU-Z,b13,1
Pha Aeb BV-F d11-1,not_in_edsm,forward,1,0,Pha Aeb BV-F,BV-F,d11,1
Pha Aeb BV-G c10-1,not_in_edsm,forward,1,0,Pha Aeb BV-G,BV-G,c10,1
Pha Aeb BV-G d10-2,not_in_edsm,forward,1,1,Pha Aeb BV-G,BV-G,d10,2
Pha Aeb BV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb BV-P,BV-P,c5,1
Pha Aeb BV-P d5-2,not_in_edsm,forward,1,1,Pha Aeb BV-P,BV-P,d5,2
Pha Aeb BV-X b14-1,not_in_edsm,forward,1,0,Pha Aeb BV-X,BV-X,b14,1
Pha Aeb BV-X c1-1,not_in_edsm,forward,1,0,Pha Aeb BV-X,BV-X,c1,1
Pha Aeb BV-X c14-1,not_in_edsm,forward,1,0,Pha Aeb BV-X,BV-X,c14,1
Pha Aeb BV-X d1-1,not_in_edsm,forward,1,0,Pha Aeb BV-X,BV-X,d1,1
Pha Aeb BW-C c26-1,not_in_edsm,forward,1,0,Pha Aeb BW-C,BW-C,c26,1
Pha Aeb BW-D d12-1,not_in_edsm,forward,1,0,Pha Aeb BW-D,BW-D,d12,1
Pha Aeb BW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb BW-E,BW-E,c11,1
Pha Aeb BW-E d11-4,not_in_edsm,forward,1,3,Pha Aeb BW-E,BW-E,d11,4
Pha Aeb BW-M c7-1,not_in_edsm,forward,1,0,Pha Aeb BW-M,BW-M,c7,1
Pha Aeb BW-M d7-1,not_in_edsm,forward,1,0,Pha Aeb BW-M,BW-M,d7,1
Pha Aeb BW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb BW-N,BW-N,c6,1
Pha Aeb BW-N d6-3,not_in_edsm,forward,1,2,Pha Aeb BW-N,BW-N,d6,3
Pha Aeb BX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb BX-A,BX-A,c27,1
Pha Aeb BX-A d14-1,not_in_edsm,forward,1,0,Pha Aeb BX-A,BX-A,d14,1
Pha Aeb BX-B c13-1,not_in_edsm,forward,1,0,Pha Aeb BX-B,BX-B,c13,1
Pha Aeb BX-B d13-2,not_in_edsm,forward,1,1,Pha Aeb BX-B,BX-B,d13,2
Pha Aeb BX-E b11-1,not_in_edsm,forward,1,0,Pha Aeb BX-E,BX-E,b11,1
Pha Aeb BX-E c11-1,not_in_edsm,forward,1,0,Pha Aeb BX-E,BX-E,c11,1
Pha Aeb BX-J c22-1,not_in_edsm,forward,1,0,Pha Aeb BX-J,BX-J,c22,1
Pha Aeb BX-N c6-1,not_in_edsm,forward,1,0,Pha Aeb BX-N,BX-N,c6,1
Pha Aeb BX-W c1-1,not_in_edsm,forward,1,0,Pha Aeb BX-W,BX-W,c1,1
Pha Aeb BY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb BY-H,BY-H,c23,1
Pha Aeb BY-L c7-1,not_in_edsm,forward,1,0,Pha Aeb BY-L,BY-L,c7,1
Pha Aeb BY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb BY-Q,BY-Q,c18,1
Pha Aeb BY-U b2-1,not_in_edsm,forward,1,0,Pha Aeb BY-U,BY-U,b2,1
Pha Aeb BY-U c2-1,not_in_edsm,forward,1,0,Pha Aeb BY-U,BY-U,c2,1
Pha Aeb BY-X c28-1,not_in_edsm,forward,1,0,Pha Aeb BY-X,BY-X,c28,1
Pha Aeb BZ-H c23-1,not_in_edsm,forward,1,0,Pha Aeb BZ-H,BZ-H,c23,1
Pha Aeb BZ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb BZ-I,BZ-I,c9,1
Pha Aeb BZ-R c4-1,not_in_edsm,forward,1,0,Pha Aeb BZ-R,BZ-R,c4,1
Pha Aeb BZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb BZ-S,BZ-S,b3,1
Pha Aeb BZ-S c3-2,not_in_edsm,forward,1,1,Pha Aeb BZ-S,BZ-S,c3,2
Pha Aeb BZ-S d3-4,not_in_edsm,forward,1,3,Pha Aeb BZ-S,BZ-S,d3,4
Pha Aeb CA-H c10-1,not_in_edsm,forward,1,0,Pha Aeb CA-H,CA-H,c10,1
Pha Aeb CA-H d10-2,not_in_edsm,forward,1,1,Pha Aeb CA-H,CA-H,d10,2
Pha Aeb CA-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb CA-Q,CA-Q,c5,1
Pha Aeb CB-E d12-1,not_in_edsm,forward,1,0,Pha Aeb CB-E,CB-E,d12,1
Pha Aeb CB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb CB-F,CB-F,c11,1
Pha Aeb CB-F d11-3,not_in_edsm,forward,1,2,Pha Aeb CB-F,CB-F,d11,3
Pha Aeb CB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb CB-O,CB-O,c6,1
Pha Aeb CB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb CB-W,CB-W,c15,1
Pha Aeb CB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CB-X,CB-X,c1,1
Pha Aeb CC-B c27-1,not_in_edsm,forward,1,0,Pha Aeb CC-B,CC-B,c27,1
Pha Aeb CC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb CC-D,CC-D,c12,1
Pha Aeb CC-D d12-4,not_in_edsm,forward,1,3,Pha Aeb CC-D,CC-D,d12,4
Pha Aeb CC-F b11-1,not_in_edsm,forward,1,0,Pha Aeb CC-F,CC-F,b11,1
Pha Aeb CC-L d8-1,not_in_edsm,forward,1,0,Pha Aeb CC-L,CC-L,d8,1
Pha Aeb CC-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CC-X,CC-X,c1,1
Pha Aeb CD-A c14-1,not_in_edsm,forward,1,0,Pha Aeb CD-A,CD-A,c14,1
Pha Aeb CD-D b12-1,not_in_edsm,forward,1,0,Pha Aeb CD-D,CD-D,b12,1
Pha Aeb CD-D c12-1,not_in_edsm,forward,1,0,Pha Aeb CD-D,CD-D,c12,1
Pha Aeb CD-I c23-1,not_in_edsm,forward,1,0,Pha Aeb CD-I,CD-I,c23,1
Pha Aeb CD-M c7-1,not_in_edsm,forward,1,0,Pha Aeb CD-M,CD-M,c7,1
Pha Aeb CD-R c18-1,not_in_edsm,forward,1,0,Pha Aeb CD-R,CD-R,c18,1
Pha Aeb CD-V b2-1,not_in_edsm,forward,1,0,Pha Aeb CD-V,CD-V,b2,1
Pha Aeb CD-V c2-1,not_in_edsm,forward,1,0,Pha Aeb CD-V,CD-V,c2,1
Pha Aeb CD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb CD-Z,CD-Z,c27,1
Pha Aeb CE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb CE-G,CE-G,c24,1
Pha Aeb CE-K c8-1,not_in_edsm,forward,1,0,Pha Aeb CE-K,CE-K,c8,1
Pha Aeb CE-S c4-1,not_in_edsm,forward,1,0,Pha Aeb CE-S,CE-S,c4,1
Pha Aeb CE-T b3-1,not_in_edsm,forward,1,0,Pha Aeb CE-T,CE-T,b3,1
Pha Aeb CE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb CE-T,CE-T,c3,1
Pha Aeb CE-T d3-2,not_in_edsm,forward,1,1,Pha Aeb CE-T,CE-T,d3,2
Pha Aeb CF-D c26-1,not_in_edsm,forward,1,0,Pha Aeb CF-D,CF-D,c26,1
Pha Aeb CF-G c24-1,not_in_edsm,forward,1,0,Pha Aeb CF-G,CF-G,c24,1
Pha Aeb CF-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb CF-Q,CF-Q,c5,1
Pha Aeb CF-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb CF-Q,CF-Q,d5,1
Pha Aeb CF-R b4-1,not_in_edsm,forward,1,0,Pha Aeb CF-R,CF-R,b4,1
Pha Aeb CF-R c4-2,not_in_edsm,forward,1,1,Pha Aeb CF-R,CF-R,c4,2
Pha Aeb CF-R d4-4,not_in_edsm,forward,1,3,Pha Aeb CF-R,CF-R,d4,4
Pha Aeb CG-E d12-1,not_in_edsm,forward,1,0,Pha Aeb CG-E,CG-E,d12,1
Pha Aeb CG-F c11-1,not_in_edsm,forward,1,0,Pha Aeb CG-F,CG-F,c11,1
Pha Aeb CG-F d11-2,not_in_edsm,forward,1,1,Pha Aeb CG-F,CG-F,d11,2
Pha Aeb CG-N c20-1,not_in_edsm,forward,1,0,Pha Aeb CG-N,CG-N,c20,1
Pha Aeb CG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb CG-O,CG-O,c6,1
Pha Aeb CG-O d6-1,not_in_edsm,forward,1,0,Pha Aeb CG-O,CG-O,d6,1
Pha Aeb CG-R b4-1,not_in_edsm,forward,1,0,Pha Aeb CG-R,CG-R,b4,1
Pha Aeb CG-W c15-1,not_in_edsm,forward,1,0,Pha Aeb CG-W,CG-W,c15,1
Pha Aeb CG-W d2-1,not_in_edsm,forward,1,0,Pha Aeb CG-W,CG-W,d2,1
Pha Aeb CG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CG-X,CG-X,c1,1
Pha Aeb CH-B c27-1,not_in_edsm,forward,1,0,Pha Aeb CH-B,CH-B,c27,1
Pha Aeb CH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb CH-D,CH-D,c12,1
Pha Aeb CH-D d12-3,not_in_edsm,forward,1,2,Pha Aeb CH-D,CH-D,d12,3
Pha Aeb CH-L d8-1,not_in_edsm,forward,1,0,Pha Aeb CH-L,CH-L,d8,1
Pha Aeb CH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb CH-M,CH-M,c7,1
Pha Aeb CH-M d7-1,not_in_edsm,forward,1,0,Pha Aeb CH-M,CH-M,d7,1
Pha Aeb CH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb CH-U,CH-U,c16,1
Pha Aeb CH-U d3-1,not_in_edsm,forward,1,0,Pha Aeb CH-U,CH-U,d3,1
Pha Aeb CH-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CH-X,CH-X,c1,1
Pha Aeb CI-M b7-1,not_in_edsm,forward,1,0,Pha Aeb CI-M,CI-M,b7,1
Pha Aeb CI-V c2-1,not_in_edsm,forward,1,0,Pha Aeb CI-V,CI-V,c2,1
Pha Aeb CI-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb CI-Z,CI-Z,c27,1
Pha Aeb CJ-B c13-1,not_in_edsm,forward,1,0,Pha Aeb CJ-B,CJ-B,c13,1
Pha Aeb CJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb CJ-G,CJ-G,c24,1
Pha Aeb CJ-K c8-1,not_in_edsm,forward,1,0,Pha Aeb CJ-K,CJ-K,c8,1
Pha Aeb CJ-P c19-1,not_in_edsm,forward,1,0,Pha Aeb CJ-P,CJ-P,c19,1
Pha Aeb CJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb CJ-T,CJ-T,c3,1
Pha Aeb CJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb CJ-X,CJ-X,c28,1
Pha Aeb CK-G c24-1,not_in_edsm,forward,1,0,Pha Aeb CK-G,CK-G,c24,1
Pha Aeb CK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb CK-I,CK-I,b9,1
Pha Aeb CK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb CK-I,CK-I,c9,1
Pha Aeb CK-I d9-3,not_in_edsm,forward,1,2,Pha Aeb CK-I,CK-I,d9,3
Pha Aeb CK-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb CK-Q,CK-Q,c5,1
Pha Aeb CK-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb CK-Q,CK-Q,d5,1
Pha Aeb CK-R b4-1,not_in_edsm,forward,1,0,Pha Aeb CK-R,CK-R,b4,1
Pha Aeb CK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb CK-R,CK-R,c4,1
Pha Aeb CK-R d4-2,not_in_edsm,forward,1,1,Pha Aeb CK-R,CK-R,d4,2
Pha Aeb CL-E c25-1,not_in_edsm,forward,1,0,Pha Aeb CL-E,CL-E,c25,1
Pha Aeb CL-O c6-1,not_in_edsm,forward,1,0,Pha Aeb CL-O,CL-O,c6,1
Pha Aeb CL-O d6-1,not_in_edsm,forward,1,0,Pha Aeb CL-O,CL-O,d6,1
Pha Aeb CL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb CL-P,CL-P,c5,1
Pha Aeb CL-P d5-5,not_in_edsm,forward,1,4,Pha Aeb CL-P,CL-P,d5,5
Pha Aeb CL-P e5-1,not_in_edsm,forward,1,0,Pha Aeb CL-P,CL-P,e5,1
Pha Aeb CM-D c12-1,not_in_edsm,forward,1,0,Pha Aeb CM-D,CM-D,c12,1
Pha Aeb CM-D d12-1,not_in_edsm,forward,1,0,Pha Aeb CM-D,CM-D,d12,1
Pha Aeb CM-L c21-1,not_in_edsm,forward,1,0,Pha Aeb CM-L,CM-L,c21,1
Pha Aeb CM-M d7-1,not_in_edsm,forward,1,0,Pha Aeb CM-M,CM-M,d7,1
Pha Aeb CM-P c5-1,not_in_edsm,forward,1,0,Pha Aeb CM-P,CM-P,c5,1
Pha Aeb CN-B c13-1,not_in_edsm,forward,1,0,Pha Aeb CN-B,CN-B,c13,1
Pha Aeb CN-B d13-3,not_in_edsm,forward,1,2,Pha Aeb CN-B,CN-B,d13,3
Pha Aeb CN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb CN-S,CN-S,c17,1
Pha Aeb CN-V c2-1,not_in_edsm,forward,1,0,Pha Aeb CN-V,CN-V,c2,1
Pha Aeb CN-W b1-1,not_in_edsm,forward,1,0,Pha Aeb CN-W,CN-W,b1,1
Pha Aeb CN-W c1-2,not_in_edsm,forward,1,1,Pha Aeb CN-W,CN-W,c1,2
Pha Aeb CN-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb CN-Z,CN-Z,c27,1
Pha Aeb CO-B c13-1,not_in_edsm,forward,1,0,Pha Aeb CO-B,CO-B,c13,1
Pha Aeb CO-G c24-1,not_in_edsm,forward,1,0,Pha Aeb CO-G,CO-G,c24,1
Pha Aeb CO-S c17-1,not_in_edsm,forward,1,0,Pha Aeb CO-S,CO-S,c17,1
Pha Aeb CO-T c3-1,not_in_edsm,forward,1,0,Pha Aeb CO-T,CO-T,c3,1
Pha Aeb CO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb CO-X,CO-X,c28,1
Pha Aeb CP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb CP-E,CP-E,c25,1
Pha Aeb CP-I b9-1,not_in_edsm,forward,1,0,Pha Aeb CP-I,CP-I,b9,1
Pha Aeb CP-I c9-1,not_in_edsm,forward,1,0,Pha Aeb CP-I,CP-I,c9,1
Pha Aeb CP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb CP-R,CP-R,c4,1
Pha Aeb CP-R d4-1,not_in_edsm,forward,1,0,Pha Aeb CP-R,CP-R,d4,1
Pha Aeb CP-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb CP-Z,CP-Z,b13,1
Pha Aeb CP-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb CP-Z,CP-Z,c13,1
Pha Aeb CQ-F d11-1,not_in_edsm,forward,1,0,Pha Aeb CQ-F,CQ-F,d11,1
Pha Aeb CQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb CQ-G,CQ-G,c10,1
Pha Aeb CQ-G d10-3,not_in_edsm,forward,1,2,Pha Aeb CQ-G,CQ-G,d10,3
Pha Aeb CQ-O d6-1,not_in_edsm,forward,1,0,Pha Aeb CQ-O,CQ-O,d6,1
Pha Aeb CQ-P b5-1,not_in_edsm,forward,1,0,Pha Aeb CQ-P,CQ-P,b5,1
Pha Aeb CQ-P c5-2,not_in_edsm,forward,1,1,Pha Aeb CQ-P,CQ-P,c5,2
Pha Aeb CQ-P d5-3,not_in_edsm,forward,1,2,Pha Aeb CQ-P,CQ-P,d5,3
Pha Aeb CQ-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CQ-X,CQ-X,c1,1
Pha Aeb CQ-X d1-1,not_in_edsm,forward,1,0,Pha Aeb CQ-X,CQ-X,d1,1
Pha Aeb CR-C c26-1,not_in_edsm,forward,1,0,Pha Aeb CR-C,CR-C,c26,1
Pha Aeb CR-D d12-1,not_in_edsm,forward,1,0,Pha Aeb CR-D,CR-D,d12,1
Pha Aeb CR-G b10-1,not_in_edsm,forward,1,0,Pha Aeb CR-G,CR-G,b10,1
Pha Aeb CR-L c21-1,not_in_edsm,forward,1,0,Pha Aeb CR-L,CR-L,c21,1
Pha Aeb CR-M d7-1,not_in_edsm,forward,1,0,Pha Aeb CR-M,CR-M,d7,1
Pha Aeb CR-N c6-2,not_in_edsm,forward,1,1,Pha Aeb CR-N,CR-N,c6,2
Pha Aeb CR-N d6-5,not_in_edsm,forward,1,4,Pha Aeb CR-N,CR-N,d6,5
Pha Aeb CR-N e6-1,not_in_edsm,forward,1,0,Pha Aeb CR-N,CR-N,e6,1
Pha Aeb CR-P b5-1,not_in_edsm,forward,1,0,Pha Aeb CR-P,CR-P,b5,1
Pha Aeb CR-V d2-1,not_in_edsm,forward,1,0,Pha Aeb CR-V,CR-V,d2,1
Pha Aeb CS-B c13-1,not_in_edsm,forward,1,0,Pha Aeb CS-B,CS-B,c13,1
Pha Aeb CS-B d13-3,not_in_edsm,forward,1,2,Pha Aeb CS-B,CS-B,d13,3
Pha Aeb CS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb CS-J,CS-J,c22,1
Pha Aeb CS-N b6-1,not_in_edsm,forward,1,0,Pha Aeb CS-N,CS-N,b6,1
Pha Aeb CS-N c6-1,not_in_edsm,forward,1,0,Pha Aeb CS-N,CS-N,c6,1
Pha Aeb CS-S c17-1,not_in_edsm,forward,1,0,Pha Aeb CS-S,CS-S,c17,1
Pha Aeb CS-W b1-1,not_in_edsm,forward,1,0,Pha Aeb CS-W,CS-W,b1,1
Pha Aeb CS-W c1-1,not_in_edsm,forward,1,0,Pha Aeb CS-W,CS-W,c1,1
Pha Aeb CT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb CT-Q,CT-Q,c18,1
Pha Aeb CT-T c3-1,not_in_edsm,forward,1,0,Pha Aeb CT-T,CT-T,c3,1
Pha Aeb CT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb CT-U,CT-U,b2,1
Pha Aeb CT-U c2-1,not_in_edsm,forward,1,0,Pha Aeb CT-U,CT-U,c2,1
Pha Aeb CT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb CT-X,CT-X,c28,1
Pha Aeb CU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb CU-E,CU-E,c25,1
Pha Aeb CU-I c9-1,not_in_edsm,forward,1,0,Pha Aeb CU-I,CU-I,c9,1
Pha Aeb CU-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb CU-Q,CU-Q,c18,1
Pha Aeb CU-R c4-1,not_in_edsm,forward,1,0,Pha Aeb CU-R,CU-R,c4,1
Pha Aeb CU-R d4-1,not_in_edsm,forward,1,0,Pha Aeb CU-R,CU-R,d4,1
Pha Aeb CU-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb CU-Z,CU-Z,c13,1
Pha Aeb CV-G c10-1,not_in_edsm,forward,1,0,Pha Aeb CV-G,CV-G,c10,1
Pha Aeb CV-G d10-2,not_in_edsm,forward,1,1,Pha Aeb CV-G,CV-G,d10,2
Pha Aeb CV-P d5-2,not_in_edsm,forward,1,1,Pha Aeb CV-P,CV-P,d5,2
Pha Aeb CV-X b14-1,not_in_edsm,forward,1,0,Pha Aeb CV-X,CV-X,b14,1
Pha Aeb CV-X c1-1,not_in_edsm,forward,1,0,Pha Aeb CV-X,CV-X,c1,1
Pha Aeb CV-X c14-1,not_in_edsm,forward,1,0,Pha Aeb CV-X,CV-X,c14,1
Pha Aeb CV-X d1-1,not_in_edsm,forward,1,0,Pha Aeb CV-X,CV-X,d1,1
Pha Aeb CW-C c26-1,not_in_edsm,forward,1,0,Pha Aeb CW-C,CW-C,c26,1
Pha Aeb CW-D d12-1,not_in_edsm,forward,1,0,Pha Aeb CW-D,CW-D,d12,1
Pha Aeb CW-E b11-1,not_in_edsm,forward,1,0,Pha Aeb CW-E,CW-E,b11,1
Pha Aeb CW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb CW-E,CW-E,c11,1
Pha Aeb CW-E d11-4,not_in_edsm,forward,1,3,Pha Aeb CW-E,CW-E,d11,4
Pha Aeb CW-M c7-1,not_in_edsm,forward,1,0,Pha Aeb CW-M,CW-M,c7,1
Pha Aeb CW-M d7-1,not_in_edsm,forward,1,0,Pha Aeb CW-M,CW-M,d7,1
Pha Aeb CW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb CW-N,CW-N,c6,1
Pha Aeb CW-N d6-3,not_in_edsm,forward,1,2,Pha Aeb CW-N,CW-N,d6,3
Pha Aeb CW-N e6-1,not_in_edsm,forward,1,0,Pha Aeb CW-N,CW-N,e6,1
Pha Aeb CX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb CX-A,CX-A,c27,1
Pha Aeb CX-B d13-1,not_in_edsm,forward,1,0,Pha Aeb CX-B,CX-B,d13,1
Pha Aeb CX-E b11-1,not_in_edsm,forward,1,0,Pha Aeb CX-E,CX-E,b11,1
Pha Aeb CX-J c22-1,not_in_edsm,forward,1,0,Pha Aeb CX-J,CX-J,c22,1
Pha Aeb CX-K c8-1,not_in_edsm,forward,1,0,Pha Aeb CX-K,CX-K,c8,1
Pha Aeb CX-K d8-1,not_in_edsm,forward,1,0,Pha Aeb CX-K,CX-K,d8,1
Pha Aeb CX-N b6-1,not_in_edsm,forward,1,0,Pha Aeb CX-N,CX-N,b6,1
